SimulationTime,Step,VehicleID,PositionX,PositionY,Speed,Heading,OriginalStep
0.0,0.0,veh1003,3669.3460933302013,134.35379726384815,21.25328526818116,157.41679652473047,1597
0.0,0.0,veh1008,1651.4101615342115,2019.123876354723,0.0,80.82609361761271,1597
0.0,0.0,veh1017,1504.960183179148,1984.1420466831855,0.0,69.81151186521319,1597
0.0,0.0,veh1018,2236.8966817875203,650.3276376061111,0.0,71.37091120167985,1597
0.0,0.0,veh1021,1555.898885457808,1999.7563967222084,0.027148114275616985,75.68717844388314,1597
0.0,0.0,veh1040,2286.6396185067297,667.1297657327566,0.0,71.10099533208762,1597
0.0,0.0,veh1052,1563.301804007559,2001.6451413467935,0.12566957974673967,75.68717844388063,1597
0.0,0.0,veh1057,2144.776056993457,618.6177311483257,0.09941923994221964,70.22480390308671,1597
0.0,0.0,veh1064,2293.732023219313,669.5684518892361,0.0,71.02473702844418,1597
0.0,0.0,veh1071,2222.6810947175672,645.5355280426004,0.0,71.37091120167985,1597
0.0,0.0,veh1072,2025.5400758254787,575.595463190751,0.0,69.86918054098324,1597
0.0,0.0,veh1077,1571.163406051104,2003.4799256326712,0.5716423066578091,77.58605396321214,1597
0.0,0.0,veh1086,2122.4227816188627,610.58098635516,0.9981843031499109,70.22480390308971,1597
0.0,0.0,veh1091,2272.435691700531,662.3079257534653,0.0,71.37091120167985,1597
0.0,0.0,veh1103,1238.1302432201976,1031.2140579951579,1.021534120101596,249.3309356859711,1597
0.0,0.0,veh1116,2049.471885165277,584.3643912359139,0.0,70.23468413031728,1597
0.0,0.0,veh1124,2098.1811847390127,601.8675172197171,1.9527703879409506,70.2346841303185,1597
0.0,0.0,veh1127,1685.3594513111152,1196.2923891303622,0.0,251.16707705950373,1597
0.0,0.0,veh1130,2265.3278846837634,659.9118664269648,0.0,71.37091120167817,1597
0.0,0.0,veh1138,2056.531303057224,586.90111177627,0.0,70.2346841303185,1597
0.0,0.0,veh1145,2166.0079207462504,626.251291224197,0.0,70.22480390308671,1597
0.0,0.0,veh1165,2070.650179798953,591.9745675747091,0.0,70.23468413032026,1597
0.0,0.0,veh1173,1229.4066014774287,1027.9230500645563,1.134806140067215,249.3309356859711,1597
0.0,0.0,veh1182,2251.112309178904,655.1197607620758,0.0,71.37091120167985,1597
0.0,0.0,veh1196,1426.794094414925,1952.6583464193225,0.0024824544842485816,62.9747769700162,1597
0.0,0.0,veh1197,2088.6062373807927,598.426870128385,2.5764009308182416,70.23468413031728,1597
0.0,0.0,veh1200,2229.788882466806,647.9315808739693,0.0,71.3709112016794,1597
0.0,0.0,veh1208,1717.233958387374,2032.7999688596758,0.0,276.0597217342219,1597
0.0,0.0,veh1210,1246.656097633299,1034.4304503363414,1.8305422736881378,249.33093568597204,1597
0.0,0.0,veh1214,2158.9489771761,623.7133666009834,0.00021400987349074905,70.22480390308793,1597
0.0,0.0,veh1222,2215.5732824496667,643.13946694593,0.0,71.37091120167985,1597
0.0,0.0,veh1226,2208.4654741091217,640.743407173181,0.00012877755239690066,71.37091120167817,1597
0.0,0.0,veh1230,2179.8018815570167,631.0712481744861,0.18209177422310807,70.7771431718989,1597
0.0,0.0,veh1233,1917.3450397308786,536.0704634335984,0.0,70.12914327451303,1597
0.0,0.0,veh1236,2194.24301899566,635.9489823752153,0.007769593255921662,71.3709112016794,1597
0.0,0.0,veh1247,2011.4547454686453,570.4323714117422,0.0,69.86918054098535,1597
0.0,0.0,veh1259,1924.398690474042,538.6197921435504,0.0,70.1291432745118,1597
0.0,0.0,veh1267,2201.356111538465,638.3468234656168,0.0019080486280110848,71.37091120167985,1597
0.0,0.0,veh1268,1493.2563317238773,1993.4506980864353,27.11959761150647,249.82504494173796,1597
0.0,0.0,veh1280,2130.0398670110512,613.319581497881,0.20352793826788965,70.22480390308793,1597
0.0,0.0,veh1305,1787.01637764343,2025.4166585770354,0.045692446483981394,276.02800590377984,1597
0.0,0.0,veh1325,1753.2633575777481,478.22161677572905,0.0,69.98591248396124,1597
0.0,0.0,veh1326,1817.466984211828,501.3227916372588,0.0,72.02751006483945,1597
0.0,0.0,veh1340,1910.291357673448,533.5211234060517,0.0,70.1291432745118,1597
0.0,0.0,veh1368,1724.6932341812148,2032.0081055185105,0.00294265230942958,276.05972173422447,1597
0.0,0.0,veh1388,1681.9265173936642,451.28076254690103,0.0,69.70153803419107,1597
