SimulationTime,Step,VehicleID,PositionX,PositionY,Speed,Heading,OriginalStep
0.0,0.0,veh1006,3573.9394134526565,2644.052300569348,23.489465669579765,69.51723463153984,469
0.0,0.0,veh1011,1908.0363096045774,2026.2154328284423,3.5843110752840617,229.31491308820733,469
0.0,0.0,veh1012,1059.6989898839408,1243.495674895004,24.94937315371723,227.8321807756646,469
0.0,0.0,veh1013,3304.6787931924523,2540.0505012817775,18.33845022938862,69.5171269230279,469
0.0,0.0,veh1017,3354.848513983911,2562.2126767076957,21.576566012361003,69.51723463153678,469
0.0,0.0,veh1020,2013.4598580967347,2106.2154219532044,17.130729652232066,241.18920625702776,469
0.0,0.0,veh1023,1086.8326155549212,1268.0711884850923,24.699747709910184,227.8321807756683,469
0.0,0.0,veh1025,3308.2462642186983,2544.80478527478,20.60923286614674,69.51723463153678,469
0.0,0.0,veh1026,3279.1596901953862,2533.9397320787593,21.526145496914246,69.51723463153496,469
0.0,0.0,veh1036,3271.3106860100584,2527.586044711068,20.120752314276018,69.51712692303097,469
0.0,0.0,veh1040,1831.032789168484,1955.6591581884315,6.644300825050107,225.947930535444,469
0.0,0.0,veh1041,2674.9036887321217,2304.801783218396,17.89870129377884,69.51712692303279,469
0.0,0.0,veh1044,1842.4793895693408,1966.7331327369716,9.54182906106963,225.94793053544416,469
0.0,0.0,veh1048,2985.1208437718647,2420.6815433542074,21.67010697998238,69.51712692303279,469
0.0,0.0,veh1050,2884.9262598478217,2383.2544566718543,22.092022333598724,69.5171269230279,469
0.0,0.0,veh1055,3050.7965884344435,2445.214324390335,24.567505062932298,69.5171269230279,469
0.0,0.0,veh1057,2594.4431698044446,2274.7462383129323,18.604685822268234,69.51712692303279,469
0.0,0.0,veh1062,1880.0888891137472,2002.1895119994574,5.499860153144286,229.31491308820782,469
0.0,0.0,veh1063,1933.1894297028186,2047.659504697156,1.5411706094600268,229.71076956222788,469
0.0,0.0,veh1065,2709.225860570125,2317.6226249265806,20.95789823261074,69.51712692303279,469
0.0,0.0,veh1066,1916.9622328904081,2033.8888968700103,2.5823802319542883,229.58674210892917,469
0.0,0.0,veh1070,1856.1544653470517,1979.9630381943502,8.172922258032008,225.9479305354459,469
0.0,0.0,veh1072,2653.590500759574,2300.2634484585483,22.007257663079095,69.51723463154165,469
0.0,0.0,veh1076,1899.985295354433,2019.2941131656685,2.3057595830457323,229.31491308821097,469
0.0,0.0,veh1079,2567.147784421092,2264.550210596051,18.305047193493397,69.5171269230279,469
0.0,0.0,veh1081,2685.804181638696,2312.2966069910995,22.190452500847282,69.51723463154165,469
0.0,0.0,veh1093,1951.2764387760367,2062.9925599853686,3.6565957456050104,229.71076956223013,469
0.0,0.0,veh1095,1925.1325394134196,2040.8293680085349,1.7969527948725004,229.7107695622295,469
0.0,0.0,veh1102,2572.0994468253994,2269.823127942114,19.755492182033986,69.51723463153984,469
0.0,0.0,veh1104,2476.363296205541,2228.411946304346,18.706079543166723,67.93575731674778,469
0.0,0.0,veh1111,2543.4571312326593,2259.067303596484,19.385128333827566,67.93453573196187,469
0.0,0.0,veh1112,2523.3447717230865,2247.454999124297,20.97595849202673,67.93575731674491,469
0.0,0.0,veh1113,1209.0746824729854,1378.7884812366592,20.198524730560898,227.83218077566653,469
0.0,0.0,veh1116,2449.3948976326556,2217.480815835676,19.225565047610424,67.93575731674491,469
0.0,0.0,veh1118,1941.5556218483157,2054.751848500348,4.291160723958698,229.71076956222456,469
0.0,0.0,veh1120,1456.5868867482588,1611.5223527177084,20.975520845432083,226.42748622308244,469
0.0,0.0,veh1125,2560.5207120062264,2293.4162869368565,15.82451401166865,249.51597948852844,469
0.0,0.0,veh1129,2467.886860032186,2228.4344470398264,21.05471278482858,67.93453573195993,469
0.0,0.0,veh1130,1961.113322704039,2071.2317909181543,5.943479272351422,234.56649876328984,469
0.0,0.0,veh1133,2435.6080455684637,2215.350038613355,21.281506251327954,67.93453573196187,469
0.0,0.0,veh1138,2045.7950235232593,2123.9997629377926,19.153463259344072,241.18920625702646,469
0.0,0.0,veh1140,1455.1065286865464,1601.2844377046913,29.920477867303955,226.42608803381705,469
0.0,0.0,veh1141,2371.5342068626023,2182.4735899089846,20.356265471554913,64.18201398558476,469
0.0,0.0,veh1142,2165.7346806361365,2176.2397818201803,19.107897312490117,254.92504650770815,469
0.0,0.0,veh1145,2138.4728963161806,2167.809414581594,20.78715964905457,247.67596172511554,469
0.0,0.0,veh1149,2163.4491880595024,2172.3159680502017,21.345491640509554,254.92761049710802,469
0.0,0.0,veh1150,2406.0983144568286,2202.7536337737656,21.783988786932756,64.17491334480687,469
0.0,0.0,veh1152,2377.634018237415,2188.9780766351323,20.94959882134616,64.1749133448046,469
0.0,0.0,veh1153,2219.8840327366265,2189.748811809458,21.506477381035104,260.7218441871068,469
0.0,0.0,veh1163,2187.534392256357,2090.8623551314654,17.615478104869812,62.414364386400386,469
0.0,0.0,veh1165,1124.0645707931712,1301.7929783055276,23.929274513402643,227.83218077566653,469
0.0,0.0,veh1166,2194.475881865159,2180.6715745149527,20.84592113153017,254.92761049710433,469
0.0,0.0,veh1171,1510.5387310240496,1662.8506689932549,23.01486040482038,226.42748622308244,469
0.0,0.0,veh1173,2513.2791820016646,2246.834493322259,21.0247520612501,67.93453573195704,469
0.0,0.0,veh1176,2393.5849996453494,2233.20359349666,20.358158334097663,250.29797470206645,469
0.0,0.0,veh1182,2167.750321828875,2084.1384205288864,18.19929842829704,62.413922330067685,469
0.0,0.0,veh1183,1989.8329580059901,1983.7176068132871,17.672477512871676,57.41587351268973,469
0.0,0.0,veh1186,2395.5387705444114,2230.5051310575923,21.71567486808526,250.30011236038482,469
0.0,0.0,veh1190,1555.4588228875284,1700.3785558579675,26.228477540391257,239.50047786279706,469
0.0,0.0,veh1195,2334.3160317519073,2168.013939901807,21.74743611182729,64.1749133448046,469
0.0,0.0,veh1197,2887.2879922722996,2415.488786044704,16.209923483344802,249.50852638808385,469
0.0,0.0,veh1199,2226.202740642492,2187.5416120037717,21.126902858983975,260.721844187105,469
0.0,0.0,veh1203,2257.5636542735147,2192.6648822586417,22.145534522040155,260.721844187105,469
0.0,0.0,veh1204,2133.870661791126,2066.4370433728495,21.510345323176107,62.413922330067685,469
0.0,0.0,veh1205,2352.5306945174257,2219.1439323811987,21.955754715280555,255.24031491675564,469
0.0,0.0,veh1208,2933.5523762949633,2432.778483686214,16.99951984964817,249.50852638808695,469
0.0,0.0,veh1210,2547.9604105387602,2285.303360479053,20.321385227020322,249.51559891298567,469
0.0,0.0,veh1212,2105.2865251305298,2051.5024607015603,21.35551620191829,62.413922330067685,469
0.0,0.0,veh1213,3069.5566029999536,2483.60531316577,16.34808303367422,249.50852638808874,469
0.0,0.0,veh1214,2787.6925520173636,2378.2801513732875,19.76994678636788,249.51597948852844,469
0.0,0.0,veh1217,1966.6850336933014,1968.9229259211813,17.998722783349937,57.41587351268973,469
0.0,0.0,veh1224,2812.982646978779,2384.308883596107,19.357641658254185,249.51559891298263,469
0.0,0.0,veh1229,1667.7739670922563,1805.0934090207143,7.200889160571066,227.82200476001154,469
0.0,0.0,veh1232,1808.6757818412566,1857.7542811860512,17.078287144743584,53.365976334427586,469
0.0,0.0,veh1235,1584.7508195960809,1725.5570078077658,23.713676601560987,227.82296541795714,469
0.0,0.0,veh1240,2305.3598612782257,2154.000335707927,22.689610022110138,63.38691445777341,469
0.0,0.0,veh1243,1699.2389435525342,1767.945066648705,15.536586965713903,49.9074268451236,469
0.0,0.0,veh1245,1680.816376960337,1816.910419957648,5.162531109683985,227.8220047600098,469
0.0,0.0,veh1247,1979.176962383638,1980.7039020657924,20.423175257572755,57.413862284617565,469
0.0,0.0,veh1249,2959.56361062312,2439.081178714101,18.214723304407954,249.5082718117884,469
0.0,0.0,veh1251,2841.5109869482803,2394.966341099606,20.07741148105964,249.51559891298743,469
0.0,0.0,veh1254,2076.422159193269,2036.42146439711,22.129228089044773,62.41392233006527,469
0.0,0.0,veh1257,2990.095214916524,2450.491454038769,18.815344608595886,249.50827181178533,469
0.0,0.0,veh1262,1690.9889861053275,1826.1272621470425,5.051572980795825,227.8220047600098,469
0.0,0.0,veh1263,1770.4211131996688,1830.917699418263,20.298549728849963,50.43755824414127,469
0.0,0.0,veh1266,2903.31632009603,2418.0604336195056,20.093268118113464,249.50827181178533,469
0.0,0.0,veh1272,1700.8887277161366,1835.0968740570358,4.0250300834894475,227.82200476001154,469
0.0,0.0,veh1275,1746.2534019920572,1810.9510999104168,20.703821619242188,50.437558244139254,469
0.0,0.0,veh1276,1718.5588338438595,1788.0707226166141,22.101575366252437,50.437558244139254,469
0.0,0.0,veh1283,1668.6919544576206,1742.228879900886,19.10005296640111,49.9074268451236,469
0.0,0.0,veh1288,1690.2258710773265,1764.5430920507672,22.04479529380162,49.90713898144372,469
0.0,0.0,veh1292,2937.8120794284387,2430.9521935065322,20.659505241145673,249.5082718117884,469
0.0,0.0,veh1298,3035.476271258026,2467.4512686100816,19.053896263034037,249.5082718117933,469
0.0,0.0,veh1300,1664.3493397128825,1742.75853918177,22.12424211553194,49.90713898144372,469
0.0,0.0,veh1301,1619.8396560716724,1701.1022462922597,19.75203911490591,49.90742684512161,469
0.0,0.0,veh1304,3062.016411839795,2477.3698535715275,19.82262743978844,249.50827181178656,469
0.0,0.0,veh1306,1636.3531266290722,1772.3135118240064,19.03531019756684,227.8044675124284,469
0.0,0.0,veh1310,1593.7430488235432,1683.3175555700293,19.836282287604416,49.90713898144372,469
0.0,0.0,veh1313,1610.3262563776057,1748.728724952063,20.72582359102154,227.8229654179589,469
0.0,0.0,veh1315,1605.946272069554,1693.5910253110387,23.687461972206258,49.90713898144372,469
0.0,0.0,veh1324,1558.9128711108976,1649.8106255329365,20.100273215256497,49.9074268451236,469
0.0,0.0,veh1332,3105.1327532253495,2496.900656735992,20.232479190822428,249.50852638808206,469
0.0,0.0,veh1333,3161.4372863530343,2517.9425094308676,18.924730573037237,249.50852638808385,469
0.0,0.0,veh1338,1550.413703655222,1646.8400850271528,24.18930513554088,49.90713898144572,469
0.0,0.0,veh1339,3090.6378134274473,2488.066247680223,18.76335972949064,249.50827181178533,469
0.0,0.0,veh1342,1519.9061452299054,1616.9725528816582,22.93709609552501,49.9074268451236,469
0.0,0.0,veh1350,1498.889337248557,1603.3404103261944,28.472666287248938,49.619371719797826,469
0.0,0.0,veh1352,1466.4353313466108,1571.541097443077,31.44234430665522,49.620254601915114,469
0.0,0.0,veh1353,1710.6038841688323,1843.5793212017754,3.001499760964398,231.40973507016238,469
0.0,0.0,veh1360,1445.7075963453372,1558.1101966964384,36.10335102895228,49.619371719797826,469
0.0,0.0,veh1363,1657.9794151739773,1791.9076526629544,16.435642192187427,227.82606902820217,469
0.0,0.0,veh1367,1383.5829665372391,1500.1797529252608,33.84139299059955,48.10656518688988,469
0.0,0.0,veh1373,1353.4382269776936,1474.6364892610147,33.61301527373376,44.185228513614526,469
0.0,0.0,veh1378,3119.73232439028,2498.9394522892,19.584930295332676,249.50827181178352,469
0.0,0.0,veh1384,3149.100924338157,2509.9150894710856,17.390742185271378,249.50827181178352,469
0.0,0.0,veh1385,3176.1968136771,2520.041368933933,18.979441919959182,249.50827181178173,469
0.0,0.0,veh1390,3199.4995498294356,2532.1669509955946,19.140594847421553,249.50852638808695,469
0.0,0.0,veh1396,3204.035894690318,2530.44539409075,19.342158717133987,249.50827181179022,469
0.0,0.0,veh1399,1309.5010288600502,1424.846184778103,28.824244895191764,44.184561168528994,469
0.0,0.0,veh1403,3231.6691894926653,2540.772512796747,20.441236475521112,249.50827181179022,469
0.0,0.0,veh1406,1282.7566526728065,1397.329508125496,26.24685929353182,44.83958478326656,469
0.0,0.0,veh1409,1719.4591131921645,1850.645894589997,3.420849219258729,231.40973507016116,469
